!#Experiment  Id= 2.3:
!Initial Temp=850 C
!Cylinder(50,150)
!Quenchant=Isorapid227HM
!time	t1	t2	t3	t4
421	45.564445	54.59145	59.276439	56.634737
421.5	45.510556	54.551166	59.205264	56.567295
422	45.466627	54.482973	59.141048	56.525704
422.5	45.41364	54.396321	59.059764	56.442745
423	45.393486	54.353782	59.01216	56.3708
423.5	45.321699	54.294134	58.930423	56.321111
424	45.266667	54.232234	58.886184	56.2649
424.5	45.232242	54.173033	58.814548	56.222179
425	45.207103	54.134315	58.736396	56.168438
425.5	45.161352	54.071058	58.684743	56.124815
426	45.122395	54.002171	58.579412	56.085914
426.5	45.088193	53.94724	58.533594	56.038017
427	45.061239	53.867541	58.476995	56.001362
427.5	45.03066	53.829266	58.404447	55.954362
428	45.003025	53.770502	58.330324	55.886896
428.5	44.979693	53.726821	58.262712	55.857435
429	44.969046	53.69147	58.205207	55.793789
429.5	44.928271	53.648013	58.153317	55.727667
430	44.93552	53.601852	58.078511	55.669414
430.5	44.893384	53.548709	58.014262	55.617008
431	44.882284	53.494214	57.955627	55.584169
431.5	44.850794	53.454129	57.886431	55.538283
432	44.831311	53.390847	57.822625	55.49802
432.5	44.811148	53.331167	57.754099	55.439985
433	44.790078	53.274862	57.6822	55.39567
433.5	44.75564	53.21225	57.628499	55.349105
434	44.74182	53.158194	57.560866	55.298039
434.5	44.720749	53.113371	57.510757	55.251247
435	44.712593	53.059987	57.438625	55.186455
435.5	44.692881	53.002322	57.38312	55.128635
436	44.65912	52.97011	57.309186	55.05619
436.5	44.633063	52.928661	57.250082	55.003316
437	44.599755	52.875272	57.19165	54.946615
437.5	44.551489	52.829315	57.115461	54.892388
438	44.517725	52.759025	57.061521	54.837035
438.5	44.476029	52.707208	57.007354	54.79383
439	44.439317	52.627901	56.936553	54.726997
439.5	44.396032	52.611678	56.884405	54.684915
440	44.356824	52.538901	56.831358	54.617628
440.5	44.320335	52.511862	56.770216	54.56024
441	44.316709	52.460487	56.691539	54.504201
441.5	44.277272	52.396266	56.647029	54.450861
442	44.267073	52.347366	56.582959	54.397969
442.5	44.247127	52.293056	56.526081	54.37006
443	44.221968	52.23266	56.463581	54.317391
443.5	44.185475	52.183755	56.396583	54.299609
444	44.158502	52.161443	56.339025	54.250539
444.5	44.129487	52.10307	56.280791	54.206645
445	44.117247	52.076474	56.226828	54.163426
445.5	44.090951	52.055739	56.145655	54.142041
446	44.070776	51.978428	56.09686	54.110301
446.5	44.043347	51.902692	56.043341	54.077659
447	44.013196	51.865499	55.98105	54.042766
447.5	43.984405	51.828981	55.928203	54.001568
448	43.977377	51.775104	55.872655	53.961496
448.5	43.945185	51.762705	55.801813	53.914668
449	43.919793	51.719648	55.745812	53.887426
449.5	43.92274	51.703867	55.703754	53.825737
450	43.909591	51.636234	55.615586	53.80052
450.5	43.899388	51.610532	55.562728	53.740854
451	43.86402	51.55507	55.530563	53.68794
451.5	43.850416	51.493518	55.458133	53.640655
452	43.805976	51.45406	55.409995	53.576254
452.5	43.771512	51.366799	55.360955	53.543828
453	43.773326	51.332073	55.296392	53.491359
453.5	43.730244	51.289905	55.236102	53.44159
454	43.703034	51.238942	55.171084	53.396325
454.5	43.666299	51.237137	55.131038	53.347229
455	43.640674	51.199928	55.063992	53.350157
455.5	43.611421	51.159336	55.025293	53.242728
456	43.572415	51.116261	54.970393	53.196105
456.5	43.539532	51.095513	54.903342	53.138445
457	43.504833	51.03913	54.862839	53.076953
457.5	43.500524	51.015448	54.80996	53.01118
458	43.488051	50.956581	54.757304	52.974688
458.5	43.448134	50.946657	54.692944	52.898322
459	43.428629	50.911471	54.648612	52.846959
459.5	43.413206	50.861848	54.581773	52.800551
460	43.363307	50.845607	54.517857	52.737019
460.5	43.355822	50.797561	54.485673	52.663346
461	43.331098	50.759439	54.42288	52.607244
461.5	43.314086	50.713646	54.37674	52.5401
462	43.293672	50.663115	54.311016	52.483543
462.5	43.297755	50.608069	54.264873	52.433294
463	43.256244	50.561144	54.207248	52.402648
463.5	43.231518	50.533168	54.166505	52.337072
464	43.21632	50.497747	54.110678	52.308903
464.5	43.202482	50.464581	54.062279	52.272396
465	43.18388	50.451721	54.007799	52.219886
465.5	43.16732	50.412913	53.962999	52.174812
466	43.149625	50.401857	53.895459	52.144838
466.5	43.123763	50.365981	53.860337	52.09886
467	43.109244	50.340259	53.806977	52.070687
467.5	43.093136	50.280688	53.76037	52.014564
468	43.066366	50.238266	53.68404	51.967005
468.5	43.056383	50.19178	53.643735	51.930715
469	43.033695	50.141231	53.58046	51.865346
469.5	43.027797	50.075559	53.54961	51.822741
470	43.014184	50.041707	53.496015	51.772697
470.5	42.992403	49.97084	53.433411	51.731443
471	42.971075	49.921637	53.400756	51.706645
471.5	42.969033	49.863179	53.327789	51.662007
472	42.934545	49.787112	53.294682	51.603616
472.5	42.927965	49.733162	53.23725	51.570699
473	42.888484	49.713524	53.182519	51.522225
473.5	42.876911	49.66499	53.131841	51.477582
474	42.848548	49.628419	53.087693	51.438575
474.5	42.85354	49.592073	53.036561	51.382881
475	42.799079	49.566111	52.990834	51.367999
475.5	42.780017	49.52886	52.942628	51.350636
476	42.769806	49.502897	52.885409	51.314557
476.5	42.753694	49.471966	52.8372	51.29539
477	42.757778	49.447357	52.796649	51.249613
477.5	42.72283	49.410329	52.744607	51.207443
478	42.704448	49.384815	52.709461	51.17091
478.5	42.68357	49.351624	52.654036	51.146554
479	42.67018	49.280724	52.615734	51.107313
479.5	42.65679	49.238498	52.553997	51.073709
480	42.625243	49.205981	52.501722	51.031534
480.5	42.593696	49.17527	52.474007	50.97154
481	42.590518	49.158559	52.413392	50.922145
481.5	42.566914	49.111136	52.371253	50.886056
482	42.522428	49.057387	52.335197	50.811394
482.5	42.505404	48.992344	52.279309	50.766279
483	42.484749	48.910811	52.23897	50.6968
483.5	42.446842	48.873995	52.183755	50.682814
484	42.447296	48.79765	52.14499	50.623934
484.5	42.428456	48.761734	52.093153	50.575881
485	42.409388	48.728077	52.057542	50.54204
485.5	42.376246	48.677928	51.991276	50.505942
486	42.366031	48.648787	51.966707	50.488118
486.5	42.361718	48.605639	51.913061	50.432841
487	42.354	48.573334	51.864822	50.378013
487.5	42.320856	48.545772	51.829882	50.356126
488	42.316316	48.513013	51.784798	50.303777
488.5	42.293387	48.479124	51.734752	50.263386
489	42.29089	48.470538	51.68245	50.220737
489.5	42.266372	48.439359	51.649535	50.184406
490	42.274545	48.420381	51.614139	50.164547
490.5	42.238901	48.402757	51.566794	50.131825
491	42.229139	48.370221	51.508399	50.108806
491.5	42.21302	48.354631	51.46105	50.061188
492	42.205528	48.329776	51.434443	50.037943
492.5	42.19463	48.29769	51.38619	50.015148
493	42.184186	48.255209	51.35124	49.989645
493.5	42.174196	48.212501	51.302533	49.948568
494	42.159212	48.182672	51.245932	49.924193
494.5	42.164661	48.150808	51.209174	49.899816
495	42.147632	48.114651	51.160463	49.849934
495.5	42.118343	48.092277	51.121223	49.828717
496	42.116753	48.069452	51.082432	49.796213
496.5	42.102676	48.02719	51.02447	49.774318
497	42.092686	47.965038	50.995601	49.736621
497.5	42.06612	47.946052	50.949815	49.698923
498	42.037964	47.901526	50.928387	49.669126
498.5	42.027291	47.861293	50.86072	49.643616
499	42.008217	47.811566	50.829818	49.599595
499.5	41.989143	47.780146	50.787636	49.542704
500	41.967798	47.768165	50.74974	49.512
500.5	41.951221	47.744204	50.705525	49.449913
501	41.955308	47.704193	50.665822	49.395048
501.5	41.942818	47.695829	50.632885	49.350568
502	41.942137	47.675031	50.571973	49.327537
502.5	41.917384	47.639765	50.54129	49.285312
503	41.895584	47.602464	50.48421	49.271538
503.5	41.896719	47.588221	50.456684	49.224345
504	41.878778	47.565613	50.433671	49.198602
504.5	41.858794	47.514518	50.377714	49.149373
505	41.85516	47.477892	50.355376	49.124758
505.5	41.81905	47.423854	50.301448	49.084108
506	41.829497	47.392425	50.253159	49.060396
506.5	41.819731	47.369136	50.21412	49.023132
507	41.792024	47.342681	50.182076	49.009355
507.5	41.762271	47.30718	50.141231	48.978188
508	41.760227	47.234366	50.101738	48.937986
508.5	41.737742	47.202933	50.061341	48.913142
509	41.725477	47.187782	50.016881	48.89304
509.5	41.718663	47.141648	49.964295	48.875648
510	41.703446	47.10682	49.959781	48.847867
510.5	41.690726	47.074932	49.908546	48.825505
511	41.688682	47.039877	49.863404	48.810146
511.5	41.650977	47.015903	49.823678	48.778296
512	41.641891	46.990345	49.77718	48.760903
512.5	41.625764	46.987179	49.742417	48.729505
513	41.621675	46.93855	49.70946	48.695169
513.5	41.599415	46.911181	49.665441	48.647279
514	41.582605	46.881776	49.636771	48.618137
514.5	41.56625	46.866395	49.59862	48.61023
515	41.549213	46.797856	49.565659	48.55827
515.5	41.543988	46.776592	49.525022	48.515345
516	41.546714	46.73248	49.483255	48.521445
516.5	41.535583	46.71574	49.445551	48.49456
517	41.499918	46.679317	49.406491	48.458637
517.5	41.492421	46.652622	49.369687	48.43288
518	41.49492	46.598551	49.339883	48.390855
518.5	41.483107	46.582941	49.299691	48.362837
519	41.481971	46.575022	49.260627	48.349055
519.5	41.473112	46.532487	49.236014	48.330526
520	41.472884	46.533392	49.189045	48.280816
520.5	41.466069	46.519364	49.154043	48.268388
521	41.425176	46.493571	49.129654	48.241046
521.5	41.425631	46.464383	49.08652	48.202178
522	41.419724	46.42637	49.052193	48.173253
522.5	41.429266	46.396502	49.01651	48.133932
523	41.420406	46.357808	48.989634	48.077435
523.5	41.411545	46.347173	48.949432	48.036077
524	41.380193	46.337442	48.909004	48.023873
524.5	41.377694	46.306441	48.873543	47.987259
525	41.361336	46.275438	48.844632	47.955166
525.5	41.362699	46.275438	48.797875	47.93053
526	41.335208	46.239004	48.76693	47.91403
526.5	41.336798	46.24172	48.740501	47.894366
527	41.314078	46.1951	48.709102	47.852777
527.5	41.294992	46.189669	48.66957	47.853907
528	41.264318	46.162285	48.630941	47.813899
528.5	41.276133	46.118152	48.606769	47.786774
529	41.267045	46.11091	48.576948	47.74699
529.5	41.254548	46.090088	48.537187	47.725515
530	41.262955	46.074018	48.497198	47.692963
530.5	41.248867	46.025356	48.471216	47.66154
531	41.262046	45.999326	48.438004	47.63916
531.5	41.243641	45.97556	48.389427	47.586711
532	41.217511	45.967864	48.354857	47.576312
532.5	41.212966	45.937306	48.342655	47.547599
533	41.216374	45.893619	48.294526	47.51753
533.5	41.227281	45.869624	48.264473	47.497634
534	41.204559	45.833179	48.238035	47.496278
534.5	41.180699	45.825482	48.209111	47.448798
535	41.195015	45.772962	48.174084	47.435006
535.5	41.192516	45.746474	48.137023	47.415109
536	41.168656	45.714553	48.112165	47.38481
536.5	41.171156	45.718175	48.068322	47.375314
537	41.155931	45.693725	48.044592	47.354059
537.5	41.170701	45.650708	48.006397	47.316524
538	41.146387	45.633728	47.978146	47.304313
538.5	41.143433	45.613124	47.957127	47.289389
539	41.1198	45.609502	47.920738	47.261349
539.5	41.106847	45.570332	47.89565	47.209338
540	41.108437	45.544293	47.862876	47.194413
540.5	41.091394	45.518481	47.810888	47.160265
541	41.105483	45.523236	47.792804	47.135389
541.5	41.070032	45.467533	47.761384	47.120689
542	41.072986	45.461419	47.737423	47.08292
542.5	41.042079	45.438775	47.698315	47.078623
543	41.028898	45.398015	47.677518	47.044473
543.5	41.026398	45.402544	47.6366	47.031581
544	41.004126	45.37854	47.603594	46.994941
544.5	40.988445	45.33823	47.57963	46.965312
545	40.967763	45.326454	47.558831	46.928897
545.5	40.944808	45.295655	47.508188	46.881623
546	40.937762	45.257155	47.499596	46.84136
546.5	40.925716	45.238131	47.45483	46.825526
547	40.914125	45.226127	47.425889	46.813537
547.5	40.89526	45.200308	47.383155	46.786618
548	40.890487	45.196458	47.346072	46.757663
548.5	40.857984	45.182189	47.334993	46.751329
549	40.876168	45.144139	47.300848	46.707895
549.5	40.863667	45.122848	47.265573	46.700882
550	40.851847	45.093856	47.254718	46.673056
550.5	40.847756	45.06509	47.216275	46.665364
551	40.839346	45.024091	47.193435	46.662875
551.5	40.830709	44.974709	47.161323	46.629167
552	40.8348	44.957493	47.132602	46.595231
552.5	40.841846	44.949791	47.10976	46.578036
553	40.803205	44.922607	47.05797	46.57962
553.5	40.823662	44.904485	47.045305	46.53256
554	40.810706	44.892251	47.02608	46.514686
554.5	40.795476	44.861668	46.995547	46.471696
555	40.777746	44.823835	46.953704	46.452011
555.5	40.783884	44.818397	46.937419	46.4278
556	40.756379	44.809562	46.905526	46.395443
556.5	40.759334	44.788718	46.859157	46.380961
557	40.760016	44.766516	46.858026	46.356523
557.5	40.758425	44.744539	46.824322	46.316244
558	40.742285	44.717804	46.810976	46.313529
558.5	40.734784	44.713725	46.781795	46.300404
559	40.740921	44.688802	46.742207	46.269175
559.5	40.709551	44.682231	46.717097	46.250166
560	40.709778	44.654362	46.692665	46.221651
560.5	40.730237	44.622414	46.653075	46.196305
561	40.71046	44.607912	46.637238	46.172994
561.5	40.69432	44.564406	46.597873	46.13271
562	40.692047	44.542879	46.573212	46.11913
562.5	40.664767	44.518405	46.554433	46.097403
563	40.658174	44.490079	46.531582	46.083144
563.5	40.667268	44.471723	46.491308	46.065943
564	40.672269	44.413255	46.464836	46.043536
564.5	40.654082	44.415748	46.443114	46.004605
565	40.629075	44.401244	46.407589	46.006642
565.5	40.635668	44.393765	46.369122	45.988082
566	40.617935	44.376315	46.357129	45.944623
566.5	40.61498	44.345719	46.348757	45.92674
567	40.596792	44.328494	46.313003	45.892334
567.5	40.594746	44.306963	46.300104	45.892786
568	40.584061	44.30515	46.248509	45.855209
568.5	40.575421	44.287018	46.252356	45.80835
569	40.561553	44.240328	46.212073	45.78707
569.5	40.56951	44.261633	46.188537	45.765564
570	40.555187	44.2571	46.164322	45.751075
570.5	40.554505	44.219475	46.144632	45.69991
571	40.552004	44.191595	46.112041	45.686326
571.5	40.537908	44.197715	46.084656	45.641498
572	40.524266	44.157368	46.043689	45.627235
572.5	40.52222	44.147395	46.031014	45.588971
573	40.508351	44.12314	46.00589	45.562253
573.5	40.501075	44.095485	45.989141	45.53395
574	40.48948	44.056495	45.95881	45.502024
574.5	40.499484	44.028385	45.929837	45.469644
575	40.48084	44.025665	45.888413	45.468965
575.5	40.478793	43.995514	45.877321	45.416656
576	40.486296	43.984632	45.852647	45.40556
576.5	40.477656	43.959921	45.833858	45.368196
577	40.472882	43.956294	45.808504	45.353476
577.5	40.469244	43.938837	45.765491	45.328339
578	40.444915	43.915032	45.76866	45.311354
578.5	40.45833	43.904149	45.741494	45.280102
579	40.46265	43.876716	45.71727	45.275799
579.5	40.43923	43.876489	45.690329	45.252019
580	40.421495	43.831824	45.674707	45.217594
580.5	40.428998	43.834772	45.651161	45.194493
581	40.438548	43.813005	45.611766	45.183621
581.5	40.421495	43.802122	45.581879	45.153045
582	40.418993	43.743395	45.564671	45.122468
582.5	40.421722	43.731151	45.526858	45.110237
583	40.399666	43.708022	45.521424	45.109558
583.5	40.389661	43.69487	45.501951	45.100724
584	40.395573	43.664031	45.478628	45.074902
584.5	40.374653	43.666752	45.469797	45.048854
585	40.391252	43.63183	45.432208	45.034583
585.5	40.369423	43.630696	45.402091	45.02507
586	40.373061	43.613915	45.388504	45.018274
586.5	40.363966	43.595093	45.363141	44.994037
587	40.355325	43.583074	45.339589	44.96776
587.5	40.346684	43.572189	45.316943	44.954621
588	40.349412	43.533409	45.299279	44.926758
588.5	40.352141	43.514812	45.26327	44.883716
589	40.352596	43.505514	45.246737	44.885981
589.5	40.342818	43.482154	45.228845	44.86899
590	40.324171	43.461969	45.211859	44.831384
590.5	40.319623	43.425227	45.177886	44.821189
591	40.312119	43.430443	45.151387	44.794455
591.5	40.289606	43.426134	45.149348	44.768854
592	40.312346	43.38803	45.114468	44.755487
592.5	40.304387	43.392566	45.097027	44.730338
593	40.303023	43.363761	45.075962	44.707001
593.5	40.296655	43.366256	45.064637	44.69386
594	40.286877	43.342893	45.029074	44.672562
594.5	40.288014	43.311818	45.00461	44.654888
595	40.283238	43.301838	44.97403	44.628378
595.5	40.277326	43.296394	44.96746	44.622487
596	40.278235	43.251254	44.935067	44.579887
596.5	40.270958	43.252161	44.941636	44.595749
597	40.26027	43.244448	44.893837	44.569011
597.5	40.253675	43.22131	44.878659	44.544538
598	40.262317	43.197718	44.853966	44.536833
598.5	40.254812	43.185242	44.840373	44.512133
599	40.249354	43.170723	44.829272	44.508054
599.5	40.250491	43.162783	44.800273	44.480634
600	40.247535	43.143046	44.784414	44.455706
600.5	40.251173	43.13193	44.759039	44.42262
601	40.245715	43.102892	44.72528	44.414235
601.5	40.238893	43.103119	44.727999	44.402903
602	40.23912	43.094498	44.692427	44.391345
602.5	40.245943	43.067273	44.662519	44.385
603	40.227977	43.054795	44.639634	44.354404
603.5	40.21092	43.054341	44.629891	44.338766
604	40.230706	43.022805	44.618335	44.312702
604.5	40.242304	43.004881	44.586159	44.289358
605	40.204552	42.998755	44.577548	44.273039
605.5	40.208646	42.987184	44.55942	44.262386
606	40.194318	42.966764	44.531775	44.248107
606.5	40.191362	42.960865	44.530189	44.237907
607	40.180445	42.959957	44.509568	44.209575
607.5	40.199322	42.939537	44.469684	44.198242
608	40.185676	42.934318	44.447249	44.184415
608.5	40.183174	42.90414	44.428892	44.174215
609	40.192954	42.895518	44.432065	44.159708
609.5	40.180673	42.86307	44.402604	44.142254
610	40.176351	42.862162	44.38606	44.136134
610.5	40.184311	42.854901	44.342546	44.118453
611	40.182037	42.837883	44.342999	44.12276
611.5	40.17999	42.819275	44.326228	44.122306
612	40.169983	42.803618	44.295404	44.106212
612.5	40.164298	42.797945	44.284298	44.07833
613	40.153153	42.771394	44.262087	44.070169
613.5	40.149742	42.750517	44.250754	44.036846
614	40.141327	42.738262	44.224915	44.026418
614.5	40.121994	42.73327	44.222648	44.017803
615	40.139507	42.710349	44.198395	44.001254
615.5	40.140417	42.706037	44.196582	43.972689
616	40.133594	42.698094	44.149661	43.968609
616.5	40.121085	42.678804	44.142634	43.950019
617	40.115171	42.682662	44.124727	43.930295
617.5	40.119948	42.659967	44.107953	43.904676
618	40.120402	42.664506	44.084831	43.902635
618.5	40.106301	42.637953	44.063522	43.88087
619	40.117901	42.617527	44.04176	43.860238
619.5	40.116081	42.590972	44.026118	43.849809
620	40.105391	42.579397	44.021584	43.862052
620.5	40.107666	42.572134	44.026345	43.829856
621	40.089015	42.547395	43.985992	43.815799
621.5	40.108121	42.515845	43.957654	43.820107
622	40.104027	42.526059	43.960148	43.811944
622.5	40.097431	42.521747	43.918659	43.769317
623	40.107893	42.523789	43.931355	43.769544
623.5	40.094701	42.507447	43.892133	43.765236
624	40.093792	42.504723	43.877623	43.755939
624.5	40.093109	42.484068	43.851096	43.750044
625	40.081282	42.476351	43.855177	43.72034
625.5	40.085603	42.457057	43.834772	43.716485
626	40.080827	42.444118	43.815953	43.674762
626.5	40.086968	42.452063	43.813232	43.670453
627	40.092427	42.433904	43.760401	43.643468
627.5	40.07787	42.435039	43.759494	43.631223
628	40.075368	42.424597	43.744983	43.60968
628.5	40.068545	42.410977	43.738407	43.60401
629	40.071274	42.398266	43.705074	43.584508
629.5	40.059674	42.369209	43.71029	43.593125
630	40.074231	42.330618	43.671287	43.56818
630.5	40.065588	42.335385	43.666752	43.536203
631	40.075596	42.314273	43.644076	43.533709
631.5	40.072184	42.314727	43.615049	43.51171
632	40.045799	42.273636	43.606432	43.475877
632.5	40.062176	42.268869	43.598948	43.478371
633	40.053305	42.259107	43.598495	43.492433
633.5	40.062404	42.249345	43.566973	43.454784
634	40.053078	42.252296	43.554727	43.445939
634.5	40.061949	42.234134	43.538398	43.434599
635	40.063768	42.23595	43.531141	43.404433
635.5	40.032379	42.221874	43.506194	43.412598
636	40.035109	42.221193	43.514359	43.385154
636.5	40.049666	42.221647	43.481927	43.371999
637	40.031925	42.182824	43.464464	43.354307
637.5	40.035336	42.187592	43.456979	43.352493
638	40.046027	42.176467	43.426361	43.320964
638.5	40.037156	42.170337	43.411618	43.29125
639	40.013045	42.147178	43.395061	43.286486
639.5	40.033062	42.15626	43.39937	43.278774
640	40.021461	42.118116	43.376009	43.259493
640.5	40.008041	42.116753	43.331098	43.244748
641	40.008041	42.098362	43.338357	43.25178
641.5	40.011681	42.075429	43.321572	43.230457
642	40.025783	42.069071	43.319303	43.217527
642.5	40.025556	42.064303	43.292991	43.203009
643	40.026238	42.053177	43.29526	43.210722
643.5	40.010088	42.037509	43.261461	43.194842
644	40.008496	42.020706	43.2601	43.189625
644.5	40.012363	42.024566	43.241499	43.17624
645	40.01714	42.013667	43.219496	43.166259
645.5	40.024873	41.975745	43.22063	43.145842
646	40.021234	42.006401	43.193635	43.141078
646.5	40.005312	41.971658	43.200214	43.122702
647	39.999852	41.990733	43.178209	43.113401
647.5	40.007814	41.975064	43.170269	43.108636
648	39.997578	41.943273	43.141685	43.081412
648.5	39.992801	41.933054	43.137148	43.058725
649	39.986887	41.92238	43.132384	43.050331
649.5	39.984612	41.906711	43.107656	43.059632
650	39.978471	41.903305	43.091321	43.042163
650.5	39.974376	41.884002	43.062963	43.025147
651	39.974376	41.871738	43.065458	43.019475
651.5	39.957998	41.859021	43.050031	43.001551
652	39.956633	41.828362	43.040275	43.003593
652.5	39.965277	41.827226	43.035964	42.96661
653	39.960045	41.816325	43.021444	42.964114
653.5	39.958681	41.805878	42.99626	42.953677
654	39.966642	41.78362	42.993991	42.941652
654.5	39.954814	41.782939	42.967899	42.945055
655	39.949354	41.76318	42.953377	42.927357
655.5	39.94617	41.764088	42.935679	42.933257
656	39.925697	41.743874	42.920477	42.906709
656.5	39.947079	41.713439	42.911174	42.878573
657	39.933658	41.709578	42.915712	42.873127
657.5	39.932976	41.697086	42.898468	42.871766
658	39.925469	41.671874	42.864205	42.851797
658.5	39.91637	41.667104	42.846278	42.822752
659	39.941393	41.655747	42.834025	42.828198
659.5	39.921147	41.649841	42.830394	42.799606
660	39.906588	41.654384	42.820637	42.785764
660.5	39.904541	41.633487	42.813375	42.793025
661	39.932521	41.615542	42.791137	42.768063
661.5	39.910683	41.605094	42.791591	42.76534
662	39.903858	41.610318	42.78206	42.751724
662.5	39.900674	41.605321	42.771621	42.737427
663	39.896806	41.582151	42.755509	42.732208
663.5	39.892257	41.540808	42.73622	42.729258
664	39.887252	41.56943	42.728504	42.698167
664.5	39.859726	41.547623	42.71171	42.685004
665	39.862683	41.521045	42.696505	42.691813
665.5	39.863365	41.530131	42.663371	42.666168
666	39.86382	41.516956	42.690605	42.657317
666.5	39.870418	41.50537	42.661556	42.636437
667	39.848351	41.50219	42.648846	42.622139
667.5	39.843119	41.473566	42.62774	42.613514
668	39.843801	41.494012	42.597327	42.587641
668.5	39.813316	41.463343	42.618661	42.598535
669	39.840616	41.487651	42.598916	42.571299
669.5	39.825601	41.455392	42.575312	42.559951
670	39.822189	41.452666	42.578262	42.532261
670.5	39.809676	41.443806	42.55375	42.528629
671	39.794661	41.419497	42.556474	42.516145
671.5	39.799666	41.40632	42.542174	42.471884
672	39.820141	41.390644	42.513803	42.492993
672.5	39.793523	41.397232	42.517207	42.482325
673	39.771683	41.371105	42.499276	42.478467
673.5	39.770318	41.358836	42.469541	42.444872
674	39.769863	41.338161	42.479075	42.438063
674.5	39.769863	41.3318	42.460916	42.429664
675	39.77282	41.347022	42.458873	42.425578
675.5	39.780783	41.321803	42.425732	42.410369
676	39.757349	41.320212	42.411204	42.399928
676.5	39.744381	41.311578	42.393272	42.382222
677	39.76099	41.300218	42.402805	42.398339
677.5	39.730275	41.285676	42.395315	42.384038
678	39.741423	41.275452	42.375565	42.382222
678.5	39.747111	41.254321	42.349914	42.366558
679	39.73073	41.247958	42.355135	42.359521
679.5	39.716851	41.230462	42.339925	42.349533
680	39.715259	41.221373	42.326532	42.349533
680.5	39.72527	41.196606	42.330391	42.353392
681	39.717989	41.185471	42.294749	42.325924
681.5	39.706158	41.186153	42.287485	42.33001
682	39.713666	41.189789	42.296566	42.305946
682.5	39.692051	41.185471	42.262966	42.283698
683	39.706613	41.162293	42.259107	42.279385
683.5	39.70138	41.149114	42.24662	42.257818
684	39.693871	41.136616	42.237312	42.251234
684.5	39.676807	41.126844	42.22755	42.235796
685	39.66452	41.129798	42.199171	42.1972
685.5	39.672029	41.10162	42.222555	42.201968
686	39.66452	41.110937	42.178283	42.177221
686.5	39.658149	41.087985	42.167612	42.162236
687	39.649958	41.091166	42.145362	42.170637
687.5	39.644725	41.07435	42.158757	42.15656
688	39.652689	41.064805	42.141956	42.142483
688.5	39.62948	41.040943	42.121067	42.12659
689	39.636079	41.017535	42.114256	42.12273
689.5	39.634941	41.025489	42.117662	42.098889
690	39.61469	41.018217	42.105174	42.089126
690.5	39.631983	40.996626	42.077246	42.079816
691	39.608319	40.975718	42.062714	42.054158
691.5	39.599217	40.986854	42.062714	42.025321
692	39.621971	40.978218	42.045911	42.03781
692.5	39.599217	40.977763	42.042505	42.021688
693	39.593528	40.962081	42.025248	42.010334
693.5	39.60354	40.957536	42.012986	42.000343
694	39.580103	40.935944	42.008671	41.97491
694.5	39.583289	40.925944	41.99096	41.966281
695	39.581696	40.911852	41.984601	41.963556
695.5	39.586929	40.914352	41.955989	41.95311
696	39.563037	40.903897	41.931918	41.937214
696.5	39.54597	40.878441	41.941002	41.924724
697	39.534365	40.869576	41.925333	41.894975
697.5	39.536413	40.871622	41.920791	41.910872
698	39.54324	40.839346	41.911253	41.90633
698.5	39.531407	40.827526	41.913297	41.882031
699	39.529814	40.81457	41.891042	41.886573
699.5	39.508195	40.822071	41.853797	41.869086
700	39.523897	40.804341	41.849937	41.83661
